Name,Lenght,Peregib,Leaf_and_Root,line_kust,line_kust_value,max_kust,width_rectangle,height_rectangle,bio_mass,Path
454-28-2,1409.9890321804614,9,26,4.0,19.5,55,840,1107,70628,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/454-28-2.jpg
991-4-4,1178.666088965484,8,32,7.0,21.5,77,892,974,99975,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/991-4-4.jpg
454-29,972.6955262170072,4,11,1.0,11.0,38,707,871,35757,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/454-29.jpg
454-22-2,1403.891485709901,9,35,5.0,19.5,73,652,1274,119197,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/454-22-2.jpg
454-27,1178.8864350760184,6,34,6.0,22.5,65,867,376,39030,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/454-27.jpg
454-32-1,755.2102448427686,3,13,2.0,7.5,20,566,654,29581,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/454-32-1.jpg
454-23-3,1286.6021638285565,4,29,3.0,14.0,53,539,1094,46108,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/454-23-3.jpg
453-2,1375.6265504461962,12,34,8.0,17.5,42,1034,682,64513,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/453-2.jpg
452-1-1,1634.3077913133293,4,33,4.0,17.5,63,744,1313,84939,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/452-1-1.jpg
991-2-1,1312.515944115043,3,30,7.0,15.0,35,804,1064,105193,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/991-2-1.jpg
452-5-1,984.4305909533031,1,10,4.0,6.0,22,634,826,36671,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/452-5-1.jpg
452-2-2,1397.8763338082535,1,18,3.0,7.0,13,608,1162,61289,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/452-2-2.jpg
454-21-1,1231.9482681718919,0,5,1.0,3.0,7,158,1190,16414,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/454-21-1.jpg
454-28,1474.6854249492417,6,50,2.0,20.0,50,754,1155,72729,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_19/454-28.jpg
451-06,1454.1484117468956,10,35,3.0,16.0,40,790,1166,74759,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/451-06.jpg
454-26-4,928.7665940288728,6,27,4.0,14.5,32,608,717,60083,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/454-26-4.jpg
454-19,919.494516090231,3,28,2.0,11.0,25,405,948,39299,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/454-19.jpg
991-03,903.9310242291892,3,27,2.0,11.0,47,338,752,22242,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/991-03.jpg
454-21-2,626.8427124746211,0,5,2.0,5.0,14,211,518,11597,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/454-21-2.jpg
453-04-3,601.9259735953063,3,29,8.0,15.0,46,431,550,49840,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/453-04-3.jpg
451-05-2,657.4041122946077,4,19,4.0,16.0,71,507,615,35198,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/451-05-2.jpg
452-02,597.3574311003822,4,25,5.0,11.5,37,424,525,30295,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/452-02.jpg
452-03,750.5950211536184,1,17,4.0,10.0,22,534,749,37906,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/452-03.jpg
447-01,880.6122650963216,3,40,6.0,14.0,32,440,716,48207,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/447-01.jpg
449-01-4,738.3624817342645,4,25,5.0,13.5,31,559,727,57972,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/449-01-4.jpg
991-02-1,720.5117600329332,2,25,5.0,11.0,32,338,614,46617,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/991-02-1.jpg
454-32-3,356.0487732352799,1,11,3.0,7.0,14,310,308,12800,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/454-32-3.jpg
454-19-4,970.5706345359789,4,22,4.0,13.5,28,376,805,49912,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/454-19-4.jpg
452-04,832.4112549695451,2,31,3.0,15.0,60,606,746,33062,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/452-04.jpg
452-04-3,1050.489465456348,3,18,3.0,15.5,87,601,736,37321,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/452-04-3.jpg
991-02-3,717.6295090390238,2,26,6.0,12.5,33,358,658,50892,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/991-02-3.jpg
447-02-1,330.8528137423858,1,12,4.0,8.5,19,228,298,17003,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/447-02-1.jpg
451-06-1,1559.7707781109823,10,22,3.0,16.5,59,741,1164,74988,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/451-06-1.jpg
451-05-1,681.565583902096,6,22,6.0,14.5,50,714,586,38808,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/451-05-1.jpg
451-06-4,1615.3931444750694,9,18,3.0,14.0,48,928,1019,64650,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/451-06-4.jpg
454-30-4,904.9158723275414,2,21,5.0,12.0,44,581,484,30188,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/454-30-4.jpg
454-33-4,704.1269837220831,1,19,6.0,11.0,29,602,507,33342,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/454-33-4.jpg
447-01-1,822.6122650963215,5,33,6.0,14.0,62,479,646,48125,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/447-01-1.jpg
991-03-3,807.1736649163084,4,21,3.0,10.5,37,424,723,28509,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/991-03-3.jpg
454-20,866.0782104868028,0,10,1.0,7.0,24,534,946,20073,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/454-20.jpg
991-05,1160.8103166302703,8,36,2.0,14.5,53,649,862,51084,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/991-05.jpg
991-03-4,784.1269837220832,3,12,3.0,12.5,25,471,698,27847,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/991-03-4.jpg
452-03-2,701.5584412271589,3,36,4.0,8.5,37,383,641,35988,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/452-03-2.jpg
991-02,802.0681092190378,6,24,4.0,11.5,26,338,693,45913,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/991-02.jpg
454-22,783.8792924010811,4,29,6.0,16.5,50,728,777,54318,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/454-22.jpg
454-33-2,772.3279938488596,2,22,5.0,11.5,36,612,512,32704,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/454-33-2.jpg
453-02,1038.7564927611072,2,21,3.0,9.5,56,738,659,27710,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/453-02.jpg
991-01-2,700.9726547895318,2,34,5.0,11.5,32,449,602,50230,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/991-01-2.jpg
447-02-4,354.56349186104103,1,20,4.0,8.5,29,193,305,16791,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/447-02-4.jpg
991-05-4,1204.6782822743046,7,23,3.0,18.0,79,691,913,60147,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/991-05-4.jpg
454-19-3,970.9503602129465,6,21,3.0,14.0,38,471,778,47932,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/454-19-3.jpg
451-04,630.9137802864865,4,49,5.0,14.5,47,408,654,42161,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/451-04.jpg
447-01-3,829.8721497261436,2,37,7.0,14.5,65,502,616,46389,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/447-01-3.jpg
454-31-3,550.9726547895318,4,28,4.0,14.5,43,425,385,21447,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/454-31-3.jpg
453-04-1,630.9848480983519,3,24,8.0,16.0,41,396,553,48332,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/453-04-1.jpg
453-02-2,616.6467529817268,3,27,5.0,14.5,38,404,557,40543,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/453-02-2.jpg
454-23-2,666.0264786586948,5,18,2.0,11.5,26,446,524,23610,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/454-23-2.jpg
451-05,742.2691193458139,4,44,5.0,13.0,51,708,706,37031,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/451-05.jpg
454-28-3,689.335136523797,6,17,3.0,19.5,86,753,491,36895,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/454-28-3.jpg
454-21-4,554.4507934888331,1,8,2.0,6.5,15,356,530,12257,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/454-21-4.jpg
454-24-1,599.4163056034276,6,26,6.0,11.5,44,425,542,41841,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/454-24-1.jpg
454-23-4,660.452885529888,7,15,3.0,12.0,33,470,523,22799,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/454-23-4.jpg
454-32,410.8010819142778,2,21,3.0,11.0,24,330,470,13546,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/454-32.jpg
991-04-3,704.126983722083,3,24,5.0,12.5,54,375,604,46139,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/991-04-3.jpg
449-01-1,814.1614716074881,6,36,6.0,14.5,73,704,738,62317,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/449-01-1.jpg
454-22-3,767.8376618407382,4,33,6.0,14.0,36,638,626,58127,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/454-22-3.jpg
454-22-1,769.021428024812,6,30,6.0,15.5,49,727,635,58262,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/454-22-1.jpg
454-27-3,580.722871427475,1,13,2.0,7.5,21,213,560,18782,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/454-27-3.jpg
454-29-4,571.8061325481606,2,25,2.0,11.5,43,414,655,23119,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/454-29-4.jpg
454-25-2,647.2396820942915,1,28,2.0,9.5,24,496,526,19356,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/454-25-2.jpg
454-30-2,816.5138520739882,3,22,5.0,11.0,28,558,520,34360,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/454-30-2.jpg
452-03-4,713.9554108468293,0,14,4.0,8.0,23,433,626,38142,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/452-03-4.jpg
447-02-3,354.8355697996831,0,12,4.0,9.5,25,300,326,19594,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/447-02-3.jpg
454-33,580.7766952966376,3,24,5.0,10.0,29,233,632,27890,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/454-33.jpg
451-04-2,638.4823227814105,5,40,9.0,15.0,48,719,426,44093,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/451-04-2.jpg
454-31-4,552.8183258569807,4,23,3.0,19.5,45,519,405,27617,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/454-31-4.jpg
454-23-1,632.2152954766509,3,32,2.0,13.0,28,333,519,23093,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/454-23-1.jpg
454-31,631.0142853498747,3,33,5.0,15.0,33,518,477,25337,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/454-31.jpg
453-04-2,625.4163056034278,9,42,6.0,17.0,51,432,555,45859,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/453-04-2.jpg
991-03-2,898.7960312803954,3,20,3.0,15.0,41,419,753,31030,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/991-03-2.jpg
451-04-3,576.7838379715754,4,15,5.0,13.0,41,349,440,34705,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/451-04-3.jpg
454-20-1,848.9360748630718,0,8,1.0,5.5,26,535,820,18881,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/454-20-1.jpg
991-05-3,1058.3666658163745,8,27,2.0,13.5,49,872,933,59508,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/991-05-3.jpg
452-03-3,737.0386719675146,2,9,4.0,12.0,29,525,630,39527,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/452-03-3.jpg
454-27-2,709.9777054234145,2,11,2.0,9.5,52,437,537,19111,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/454-27-2.jpg
991-05-1,1228.2955980045087,6,16,2.0,12.0,33,776,872,48940,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/991-05-1.jpg
452-04-1,1063.3006486383917,3,23,3.0,16.0,59,614,753,35861,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/452-04-1.jpg
446-02-3,737.6417023478439,7,25,6.0,16.0,56,429,579,52375,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/446-02-3.jpg
452-02-2,679.1980515339487,3,14,4.0,6.5,14,457,485,30132,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/452-02-2.jpg
452-01-1,821.7716446627553,8,21,6.0,16.0,49,662,559,46206,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/452-01-1.jpg
451-06-3,1213.0092347159923,7,23,2.0,16.5,38,594,1015,65568,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/451-06-3.jpg
991-04-1,822.3107499061567,3,24,5.0,14.5,50,417,643,45704,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/991-04-1.jpg
452-01-3,768.3990616607249,8,23,6.0,17.5,78,674,568,45945,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/452-01-3.jpg
991-05-2,1239.6244584051417,8,17,2.0,15.5,47,705,962,61146,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/991-05-2.jpg
991-02-2,687.0315292925773,3,22,6.0,10.5,22,494,625,51461,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/991-02-2.jpg
454-25,561.6173157302042,2,19,2.0,10.0,29,288,633,16958,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/454-25.jpg
449-01,801.0904037956225,7,42,6.0,18.0,71,709,945,65414,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/449-01.jpg
454-27-1,549.865007051206,1,13,2.0,8.0,21,266,541,19860,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/454-27-1.jpg
447-01-4,646.2619766708764,3,20,4.0,11.0,25,285,592,36779,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/447-01-4.jpg
449-01-2,769.7422074112326,4,23,6.0,16.5,39,360,739,54549,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/449-01-2.jpg
454-26-3,798.1097397793801,5,27,4.0,14.0,46,626,696,55779,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/454-26-3.jpg
454-30-1,598.3107499061566,3,13,4.0,10.0,23,356,483,28443,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/454-30-1.jpg
453-02-1,787.4478348960047,4,22,6.0,15.0,53,737,527,41331,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/453-02-1.jpg
453-03,954.310749906157,2,15,3.0,8.0,24,405,861,40501,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/453-03.jpg
454-23,539.0243866176401,6,35,3.0,13.5,33,333,630,21753,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/454-23.jpg
452-01-4,1134.129075763138,9,22,4.0,15.5,58,747,570,41937,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/452-01-4.jpg
454-25-3,572.7472580451152,1,8,3.0,11.0,42,368,533,17741,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/454-25-3.jpg
453-03-4,1173.6488450227814,3,8,3.0,9.0,24,455,786,41682,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/453-03-4.jpg
446-02,639.7422074112324,7,37,6.0,13.0,31,436,534,42670,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/446-02.jpg
451-05-4,736.0853531617399,3,23,5.0,16.5,54,506,636,37236,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/451-05-4.jpg
451-04-4,557.3574311003822,4,29,8.0,16.0,43,693,427,44802,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/451-04-4.jpg
991-01,916.3056992722744,6,39,7.0,18.5,45,594,673,67732,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/991-01.jpg
454-33-3,588.1564209736053,1,30,5.0,10.5,25,263,524,31908,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/454-33-3.jpg
454-30,596.9554108468292,2,18,3.0,12.0,42,354,721,26506,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/454-30.jpg
454-27-4,615.0071426749372,2,17,2.0,12.0,30,445,581,21093,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/454-27-4.jpg
991-04-2,816.3279938488595,3,23,5.0,16.5,63,563,643,49600,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/991-04-2.jpg
452-04-4,739.4183976444825,2,21,3.0,13.0,57,645,635,34145,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/452-04-4.jpg
451-05-3,708.6173157302042,5,20,5.0,15.0,84,710,636,39940,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/451-05-3.jpg
454-29-1,569.3797256769674,1,16,1.0,7.5,23,175,675,16318,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/454-29-1.jpg
454-21,525.5807358037442,1,12,2.0,6.0,16,386,516,13402,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/454-21.jpg
454-32-4,418.7888886054578,0,33,3.0,9.0,20,440,316,13884,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/454-32-4.jpg
453-04-4,613.931024229189,4,29,6.0,13.5,35,395,541,43923,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/453-04-4.jpg
991-04-4,670.8305191658009,3,36,6.0,13.5,56,600,614,46153,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/991-04-4.jpg
454-25-4,608.9015869776665,3,14,2.0,8.5,138,431,534,18106,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/454-25-4.jpg
454-31-2,422.3330444827419,6,19,4.0,13.5,42,469,317,20668,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/454-31-2.jpg
452-05-4,688.1980515339486,3,14,4.0,7.0,15,347,537,21735,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/452-05-4.jpg
454-20-4,826.5634918610415,0,5,1.0,5.5,16,194,793,14931,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/454-20-4.jpg
454-30-3,595.5361466505732,4,17,5.0,10.0,27,418,459,30063,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/454-30-3.jpg
452-02-3,527.333044482742,3,12,5.0,9.5,28,410,482,35025,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/452-02-3.jpg
452-05-1,582.8010819142779,1,11,3.0,5.5,11,327,528,22205,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/452-05-1.jpg
454-29-3,554.580735803744,0,11,1.0,7.0,17,115,677,17342,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/454-29-3.jpg
452-01-2,1010.0458146424523,6,17,4.0,14.0,40,720,576,37000,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/452-01-2.jpg
991-01-1,894.938166904126,5,43,7.0,16.5,50,566,740,60854,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/991-01-1.jpg
991-04,623.4873734152932,4,37,4.0,13.5,36,420,720,40048,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/991-04.jpg
454-20-2,844.4924240491761,0,4,1.0,5.5,10,185,814,14456,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/454-20-2.jpg
452-05,645.6589462905471,1,17,3.0,6.5,13,328,582,22111,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/452-05.jpg
454-33-1,539.4924240491755,2,11,6.0,10.5,24,241,498,30242,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/454-33-1.jpg
453-03-2,1275.7564927611074,2,11,3.0,9.0,30,648,805,45299,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/453-03-2.jpg
447-02-2,334.40411229460756,2,15,3.0,7.5,21,204,322,16948,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/447-02-2.jpg
452-05-3,590.8477631085036,0,14,3.0,6.5,12,356,537,21033,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/452-05-3.jpg
453-04,758.5117600329334,6,33,5.0,14.0,29,396,632,43324,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/453-04.jpg
452-04-2,943.0945878777326,4,16,3.0,13.5,55,657,756,36781,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/452-04-2.jpg
452-02-1,567.9898987322346,1,13,5.0,9.5,24,422,506,34797,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/452-02-1.jpg
453-02-4,651.6173157302042,4,28,5.0,13.0,28,386,587,41375,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/453-02-4.jpg
454-32-2,376.8477631085034,1,11,4.0,9.0,27,450,312,13503,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/454-32-2.jpg
454-19-2,890.1686142824256,4,20,4.0,15.0,41,432,764,48507,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/454-19-2.jpg
454-28-1,1114.631601080079,5,17,3.0,17.0,66,652,544,35126,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/454-28-1.jpg
454-20-3,806.7106781186552,0,4,1.0,6.0,51,481,801,18099,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/454-20-3.jpg
454-24-3,602.3624817342647,5,25,6.0,11.5,49,386,559,44390,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/454-24-3.jpg
454-28-4,850.0924958366775,7,19,2.0,15.5,54,509,461,25931,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/454-28-4.jpg
454-24-2,701.3889603929598,3,21,7.0,13.5,33,536,534,46305,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/454-24-2.jpg
454-26,908.6366517139619,6,40,4.0,15.5,45,407,731,49098,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/454-26.jpg
454-25-1,557.7472580451152,1,14,3.0,8.0,19,291,509,17503,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/454-25-1.jpg
453-02-3,815.73715677735,8,57,6.0,13.0,38,715,594,43833,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/453-02-3.jpg
454-24-4,714.6904755831248,4,29,7.0,11.5,35,555,567,51886,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/454-24-4.jpg
452-02-4,651.9848480983521,1,18,4.0,8.5,28,463,498,30513,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/452-02-4.jpg
451-04-1,525.333044482742,2,18,5.0,13.0,28,411,465,38163,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/451-04-1.jpg
454-21-3,601.9604614807118,2,7,2.0,4.0,9,247,543,12007,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/454-21-3.jpg
452-05-2,586.1442276647857,1,10,3.0,6.0,12,292,511,19855,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/452-05-2.jpg
453-03-1,926.168614282426,2,17,3.0,8.0,23,412,787,41438,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/453-03-1.jpg
454-24,674.8010819142779,4,32,5.0,10.5,26,420,641,34865,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/454-24.jpg
454-31-1,632.6711395993673,3,20,5.0,15.5,42,518,373,26649,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/454-31-1.jpg
446-02-1,737.281312654634,9,21,6.0,15.0,36,426,597,54947,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/3/2020_10_05/446-02-1.jpg
