Name,Lenght,Peregib,Leaf_and_Root,line_kust,line_kust_value,max_kust,width_rectangle,height_rectangle,bio_mass,Path
454-64-1,1083.8153672641527,9,19,8.0,17.5,54,1218,649,66418,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/454-64-1.jpg
991-10-3,773.175756957363,2,28,6.0,12.0,31,518,720,58779,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/991-10-3.jpg
451-13-2,735.2518754031114,0,8,2.0,6.0,11,458,614,24458,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/451-13-2.jpg
454-50-3,1350.9961748553992,0,11,5.0,8.5,26,1002,992,59783,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/454-50-3.jpg
454-59-1,579.0559159102173,3,12,4.0,10.0,32,373,451,26304,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/454-59-1.jpg
454-66-4,1063.73715677735,5,34,2.0,14.0,41,761,920,38211,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/454-66-4.jpg
451-10-3,784.1736649163081,2,45,7.0,18.5,90,873,355,28141,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/451-10-3.jpg
454-60-2,1229.281312654634,4,30,4.0,14.0,41,726,1116,81949,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/454-60-2.jpg
447-4-3,623.5168106668161,1,21,6.0,11.0,31,469,568,45969,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/447-4-3.jpg
454-55-1,868.6122650963217,2,17,4.0,12.5,54,603,682,29586,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/454-55-1.jpg
451-12,1016.1858582251286,1,14,3.0,6.0,13,466,1059,33439,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/451-12.jpg
454-65-4,826.2468247692289,0,18,2.0,7.0,15,520,619,22607,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/454-65-4.jpg
447-4-1,612.1391770309033,0,33,6.0,10.0,28,502,585,43261,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/447-4-1.jpg
454-50(2)-4,895.1463197058406,3,20,6.0,9.5,26,690,703,51905,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/454-50(2)-4.jpg
454-61-3,796.1097397793801,2,6,2.0,8.0,25,523,690,21805,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/454-61-3.jpg
453-6-2,1279.6631303726567,5,27,8.0,19.0,44,1023,759,82158,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/453-6-2.jpg
451-13,692.2497833620564,3,69,3.0,12.5,37,335,650,34741,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/451-13.jpg
991-9-4,147.65180361560903,0,9,2.0,2.0,7,117,128,2371,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/991-9-4.jpg
451-12-1,1165.4701294725908,4,19,3.0,9.0,19,448,1055,33016,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/451-12-1.jpg
451-14-3,433.9898987322343,2,15,4.0,10.0,25,244,333,13918,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/451-14-3.jpg
451-12-4,1664.3981951089522,2,7,2.0,8.0,22,841,952,31091,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/451-12-4.jpg
454-65-1,691.854905783441,0,16,2.0,6.0,13,455,601,22224,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/454-65-1.jpg
447-5-3,1065.8569978244957,3,14,4.0,9.0,18,567,880,44155,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/447-5-3.jpg
454-50-4,1403.442784262123,1,37,4.0,8.0,23,541,1247,59161,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/454-50-4.jpg
451-14-4,425.2325394193538,0,11,4.0,10.0,45,503,337,13797,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/451-14-4.jpg
454-55-3,814.0264786586948,3,11,4.0,11.5,53,779,745,29606,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/454-55-3.jpg
454-58-3,983.114790413263,2,30,6.0,12.0,34,790,938,65519,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/454-58-3.jpg
454-66-1,1145.6143571373764,5,41,2.0,13.5,28,606,896,36072,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/454-66-1.jpg
454-58,1007.1269837220829,4,83,5.0,15.0,51,642,932,65882,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/454-58.jpg
451-10-2,579.605122421384,2,18,4.0,14.0,103,604,351,23091,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/451-10-2.jpg
446-3,1120.4427842621226,5,54,9.0,17.0,81,1019,554,52758,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/446-3.jpg
454-60-4,1285.9381669041263,4,27,4.0,14.5,51,636,1145,82702,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/454-60-4.jpg
454-49-1,1427.0600999923274,1,12,2.0,7.5,22,813,1188,41672,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/454-49-1.jpg
454-67,1191.0580079512724,3,19,2.0,13.5,40,655,1040,35344,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/454-67.jpg
454-50-1,1111.541197284456,1,15,4.0,8.5,19,361,1020,57481,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/454-50-1.jpg
454-59-3,610.3330444827423,1,11,3.0,12.0,37,299,554,27632,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/454-59-3.jpg
454-52-2,996.6021638285565,2,11,5.0,13.5,37,506,815,55534,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/454-52-2.jpg
447-5,1094.5260453828084,7,29,4.0,11.0,31,938,1269,50670,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_11_02/447-5.jpg
453-6-3,673.6072144624391,4,26,8.0,13.0,34,459,485,40764,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/453-6-3.jpg
452-9,603.2863632885169,3,35,4.0,14.5,39,519,535,29750,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/452-9.jpg
446-3-2,527.2325394193535,2,15,4.0,9.5,23,287,406,20893,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/446-3-2.jpg
454-53-4,427.53405460951836,4,22,5.0,12.5,27,409,332,18233,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/454-53-4.jpg
454-53,409.5929291125641,2,13,4.0,8.5,26,250,316,15839,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/454-53.jpg
451-10-1,449.2741699796962,2,23,6.0,9.5,20,331,334,18336,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/451-10-1.jpg
454-55-2,322.76450198781777,1,27,5.0,7.5,18,236,276,13843,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/454-55-2.jpg
454-67-3,754.3818177180224,5,23,3.0,9.5,21,404,532,20568,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/454-67-3.jpg
454-61,625.9554108468294,0,7,2.0,5.5,20,533,515,13654,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/454-61.jpg
991-10,357.77669529663785,5,27,8.0,14.0,34,479,327,24112,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/991-10.jpg
454-59-4,601.0904037956228,1,14,2.0,5.0,9,154,571,17101,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/454-59-4.jpg
454-61-1,628.0264786586949,0,14,2.0,5.5,22,602,537,15268,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/454-61-1.jpg
453-7,304.22034611053357,4,24,10.0,13.0,24,312,229,22345,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/453-7.jpg
454-60,626.0803025278577,7,31,6.0,16.0,35,357,480,35964,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/454-60.jpg
454-64-2,981.7148622007649,3,20,4.0,12.0,32,661,786,40932,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/454-64-2.jpg
454-61-2,552.9066376115491,0,8,2.0,4.0,12,215,532,15225,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/454-61-2.jpg
454-53-1,387.8772003600261,4,15,4.0,9.0,22,249,315,15966,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/454-53-1.jpg
991-9,157.9949493661167,0,4,1.0,3.0,5,184,159,2304,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/991-9.jpg
453-7-1,358.64675298172676,4,23,9.0,10.0,25,313,232,18961,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/453-7-1.jpg
454-49-3,558.8061325481608,1,12,3.0,6.0,11,231,531,17179,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/454-49-3.jpg
454-64,911.3940110268425,1,44,4.0,16.0,43,670,775,43145,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/454-64.jpg
452-9-4,632.9848480983521,2,12,2.0,9.0,20,371,552,18842,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/452-9-4.jpg
991-9-2,151.85281374238573,0,3,2.0,3.5,6,166,134,2690,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/991-9-2.jpg
454-62-1,459.43860018001305,5,11,1.0,8.5,24,412,456,11902,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/454-62-1.jpg
454-66-3,457.759451353935,6,23,7.0,14.0,29,273,354,24021,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/454-66-3.jpg
454-57-3,522.6934341759523,4,29,5.0,10.5,33,203,493,18443,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/454-57-3.jpg
453-7-3,561.4284989122478,3,33,8.0,10.5,31,346,247,16744,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/453-7-3.jpg
454-52-3,526.0782104868026,4,14,5.0,8.5,23,340,512,28941,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/454-52-3.jpg
451-10,436.17366491630816,6,40,6.0,13.5,44,328,334,22007,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/451-10.jpg
454-63-3,456.58787847868155,1,7,3.0,5.5,14,360,380,14540,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/454-63-3.jpg
991-9-3,160.09545442950508,0,7,1.0,3.0,18,99,138,2165,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/991-9-3.jpg
447-4,186.99494936611683,0,25,3.0,7.0,20,168,283,14079,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/447-4.jpg
454-52-4,550.2863632885167,0,21,5.0,6.0,11,288,483,26418,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/454-52-4.jpg
454-49-4,586.0904037956227,1,11,4.0,6.5,14,292,539,20382,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/454-49-4.jpg
446-3-4,532.04877323528,2,13,3.0,8.5,21,269,422,19477,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/446-3-4.jpg
451-13-1,236.6518036156094,1,8,4.0,4.5,10,193,216,9633,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/451-13-1.jpg
454-58-2,527.2152954766509,1,12,6.0,10.0,29,339,427,28720,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/454-58-2.jpg
454-66,602.1147904132624,12,77,10.0,16.5,35,335,360,30373,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/454-66.jpg
454-64-3,1037.7665940288725,3,15,3.0,13.0,32,558,842,40852,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/454-64-3.jpg
454-53-3,393.33304448274185,3,15,4.0,9.0,17,257,323,16445,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/454-53-3.jpg
451-14-1,322.8305191658004,0,14,2.0,7.5,21,430,253,8860,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/451-14-1.jpg
447-5-4,505.14927829866826,1,10,4.0,8.0,16,228,471,18867,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/447-5-4.jpg
454-65-3,426.27922061357935,1,15,3.0,6.0,12,367,349,13203,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/454-65-3.jpg
454-53-2,352.8944443027288,3,16,6.0,11.0,23,405,312,18569,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/454-53-2.jpg
454-56-4,500.0559159102171,2,14,4.0,8.5,20,348,324,14744,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/454-56-4.jpg
454-60-1,584.4234482783648,1,27,5.0,11.0,30,360,483,32582,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/454-60-1.jpg
451-12-3,704.9188309203691,0,10,3.0,4.5,22,229,659,18780,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/451-12-3.jpg
451-13-3,260.89444430272874,1,10,4.0,6.0,15,244,223,9972,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/451-13-3.jpg
454-50 (2),466.00209204105465,1,9,4.0,7.5,24,281,397,18556,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/454-50 (2).jpg
451-11,299.5218613006982,6,58,6.0,13.5,39,387,276,14057,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/451-11.jpg
454-64-4,1062.259018078049,3,13,4.0,11.5,31,668,823,40599,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/454-64-4.jpg
454-50 (2)-1,416.4091629284902,0,11,4.0,8.0,20,438,408,18115,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/454-50 (2)-1.jpg
454-50 (2)-3,503.8427124746206,2,18,5.0,8.5,18,305,417,22182,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/454-50 (2)-3.jpg
454-66-2,581.281312654634,10,34,6.0,15.0,55,592,347,23692,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/454-66-2.jpg
451-11-3,271.6690475583122,6,20,4.0,13.0,48,408,269,10362,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/451-11-3.jpg
454-50,669.2985565973371,2,21,3.0,10.0,22,349,589,24725,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/454-50.jpg
451-11-2,276.71067811865487,5,23,3.0,11.5,40,355,260,7964,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/451-11-2.jpg
451-13-4,268.9655121145943,0,15,3.0,5.0,16,163,216,9985,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/451-13-4.jpg
454-63-1,460.6295090390243,1,7,3.0,5.5,11,366,382,13708,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/454-63-1.jpg
454-57-2,499.53910524340137,4,11,3.0,10.5,29,333,500,17292,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/454-57-2.jpg
454-62-3,457.50966799187853,3,23,1.0,9.5,19,401,447,12137,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/454-62-3.jpg
454-59,614.7127701597099,3,21,3.0,13.5,29,456,537,21595,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/454-59.jpg
991-10-4,442.1198410471454,0,31,5.0,9.0,28,220,293,18382,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/991-10-4.jpg
454-50 (2)-2,480.97770542341453,1,32,5.0,9.0,23,289,423,24327,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/454-50 (2)-2.jpg
453-6,586.1097397793801,2,72,8.0,14.0,47,640,525,42297,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/453-6.jpg
451-11-1,275.982756057297,5,47,5.0,12.0,32,391,276,10465,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/451-11-1.jpg
454-62,345.63455967290685,4,11,2.0,9.5,23,411,454,13821,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/454-62.jpg
991-9-1,164.23759005323603,0,7,1.0,3.5,8,436,157,2129,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/991-9-1.jpg
454-56-3,367.693434175952,1,10,2.0,7.5,16,263,336,14396,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/454-56-3.jpg
454-49-2,589.5878784786813,2,9,3.0,8.0,25,324,517,19025,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/454-49-2.jpg
451-10-4,398.8061325481608,2,14,5.0,10.5,21,225,344,16302,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/451-10-4.jpg
454-62-2,454.5391052434011,4,15,1.0,7.0,18,275,444,10155,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/454-62-2.jpg
454-63-4,633.0853531617403,1,10,3.0,6.5,45,527,374,13465,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/454-63-4.jpg
454-62-4,441.4974746830585,4,6,1.0,8.0,23,340,436,9572,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/454-62-4.jpg
454-54-2,405.0904037956227,2,14,7.0,7.5,16,241,355,21656,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/454-54-2.jpg
453-6-1,679.0752518939747,2,51,7.0,12.5,31,644,523,43045,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/453-6-1.jpg
452-9-1,643.7838379715753,1,18,3.0,10.0,32,520,534,23315,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/452-9-1.jpg
454-59-2,677.0609665441001,2,14,2.0,6.0,12,207,589,17840,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/454-59-2.jpg
454-49,560.634559672907,2,18,4.0,7.5,14,490,550,17857,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/454-49.jpg
454-54,458.4924240491759,4,36,6.0,10.0,37,438,389,22036,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/454-54.jpg
454-57-4,482.98275605729725,5,12,3.0,9.5,25,349,489,16509,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/454-57-4.jpg
454-60-3,575.3401871576796,1,31,6.0,13.0,25,347,460,31685,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/454-60-3.jpg
454-55-4,311.42135623731014,2,21,6.0,7.5,20,249,261,12421,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/454-55-4.jpg
452-9-3,618.256926036994,2,11,3.0,10.0,36,583,546,24114,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/452-9-3.jpg
454-54-3,355.99494936611705,0,11,5.0,6.5,17,184,350,15968,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/454-54-3.jpg
446-3-1,527.529003975636,1,20,4.0,12.0,29,424,408,20837,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/446-3-1.jpg
446-3-3,747.6417023478443,3,17,4.0,9.5,36,421,419,21283,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/446-3-3.jpg
453-7-2,302.26197667087615,1,11,6.0,10.5,23,305,235,17035,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/453-7-2.jpg
451-14,166.86500705120557,0,9,1.0,5.5,13,402,252,6104,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/451-14.jpg
454-50 (2)-4,422.6518036156095,2,16,5.0,8.5,19,282,401,22853,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/454-50 (2)-4.jpg
454-50-2,647.7766952966377,1,16,4.0,9.5,31,252,588,24486,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/454-50-2.jpg
454-52-1,492.93607486307155,3,14,6.0,10.0,22,163,464,28147,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/454-52-1.jpg
447-5-1,511.56349186104126,2,13,3.0,9.0,19,456,529,21985,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/447-5-1.jpg
454-56-1,328.85281374238605,1,17,3.0,8.5,22,225,328,13975,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/454-56-1.jpg
454-55,97.14213562373094,0,7,3.0,6.0,17,89,109,3362,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/454-55.jpg
454-67-1,595.5340546095183,4,13,3.0,10.5,28,287,457,19190,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/454-67-1.jpg
991-10-2,350.1076477383251,0,21,6.0,9.5,28,167,279,19281,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/991-10-2.jpg
454-54-1,456.49242404917584,1,20,6.0,7.0,18,438,388,19060,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/454-54-1.jpg
991-10-1,360.60512242138407,2,16,8.0,11.0,29,469,328,24559,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/991-10-1.jpg
453-7-4,316.2619766708762,1,18,6.0,11.0,33,289,238,16972,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/453-7-4.jpg
451-12-2,735.0437226013977,1,24,3.0,9.0,25,477,688,23853,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/451-12-2.jpg
452-9-2,612.6122650963218,1,12,2.0,8.0,33,486,497,18279,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/452-9-2.jpg
454-54-4,451.0365799264599,1,14,8.0,8.0,16,247,372,22532,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/454-54-4.jpg
454-61-4,522.3675323681475,0,9,2.0,3.5,6,180,506,14722,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/454-61-4.jpg
453-6-4,531.2325394193535,2,24,8.0,14.0,41,376,496,38101,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/453-6-4.jpg
447-4-2,289.0660171779823,0,17,6.0,9.5,26,217,277,19110,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/447-4-2.jpg
454-65,374.10764773832534,3,12,4.0,12.0,33,363,344,18019,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/454-65.jpg
447-5-2,529.4629867976531,1,11,4.0,6.5,21,227,477,19194,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/447-5-2.jpg
454-57-1,509.2081528017137,4,27,4.0,10.0,30,196,496,18466,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/454-57-1.jpg
454-56-2,391.86500705120613,2,15,3.0,9.5,19,358,355,16769,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/454-56-2.jpg
454-67-4,590.8965363437834,5,19,2.0,11.5,25,335,461,18983,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/454-67-4.jpg
454-52,519.6345596729069,4,14,6.0,10.0,21,184,466,29321,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/454-52.jpg
454-57,527.0071426749371,7,29,6.0,12.0,27,210,487,22020,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/454-57.jpg
454-58-1,525.07315985292,2,17,6.0,12.0,44,358,411,29537,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/454-58-1.jpg
454-63,466.244732728174,2,26,3.0,9.5,19,363,381,16800,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/454-63.jpg
454-56,334.5512985522213,2,20,4.0,10.0,28,228,327,14520,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/454-56.jpg
454-58-4,532.2863632885164,0,13,6.0,10.0,37,375,423,28064,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/454-58-4.jpg
454-63-2,488.1858582251282,1,8,4.0,7.5,26,531,381,14728,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/454-63-2.jpg
451-11-4,294.68124086713226,4,27,5.0,12.5,30,348,272,11130,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/451-11-4.jpg
454-67-2,635.2102448427687,2,13,2.0,10.5,20,361,502,18924,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/454-67-2.jpg
454-65-2,346.43860018001294,0,5,2.0,6.0,17,176,344,11538,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/454-65-2.jpg
447-4-4,298.40916292848993,0,13,6.0,10.0,27,218,289,19544,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/447-4-4.jpg
451-14-2,234.36753236814752,0,5,2.0,6.0,15,139,241,4150,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/451-14-2.jpg
454-64-1,989.2640687119315,3,17,3.0,12.0,44,668,785,40584,/home/jupyter-fly_cv/Igor/Plants/data/Гаплоиды/4/2020_10_20/454-64-1.jpg
